Marital status,Application mode,Application order,Course,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Displaced,Educational special needs,Tuition fees up to date,Gender,Scholarship holder,Target,Previous qualification (grade),Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations)
1,1,1,9085,1,1,19,19,4,1,0,1,0,0,GraduateANDEnrolled,149.0,147.6,20,0,6,14,6,13.923076923076923,0,0,6,9,6,14.25,0
1,1,6,9500,1,1,38,19,5,1,0,1,0,0,GraduateANDEnrolled,130.0,125.1,18,0,7,11,7,13.37,0,0,8,13,7,12.833333333333334,0
1,17,6,9147,1,1,19,38,7,0,0,1,0,1,GraduateANDEnrolled,121.0,123.8,19,0,5,5,5,12.4,0,0,5,8,3,11.0,0
1,1,1,9670,1,1,1,1,2,1,0,1,0,0,Dropout,128.0,130.8,20,0,5,5,4,15.0,0,0,5,5,4,13.75,0
1,1,1,9853,1,1,19,19,9,0,0,1,0,1,GraduateANDEnrolled,152.0,154.1,18,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0
1,16,2,9147,1,1,37,37,9,1,0,1,0,1,GraduateANDEnrolled,132.0,122.6,20,0,5,8,3,12.0,0,0,5,9,4,12.625,0
1,1,2,8014,1,1,19,11,0,1,0,1,0,0,GraduateANDEnrolled,107.0,103.5,22,0,6,7,5,13.4,0,0,6,9,5,12.2,0
1,1,1,171,1,1,19,38,4,1,0,1,0,0,GraduateANDEnrolled,131.0,132.8,18,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,51,1,9991,1,1,19,38,5,0,0,1,0,0,GraduateANDEnrolled,141.0,100.0,21,0,5,9,4,11.5,0,0,5,5,5,11.4,0
1,18,2,9853,1,1,1,1,9,0,0,1,0,0,GraduateANDEnrolled,120.0,115.8,18,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0
1,1,1,9500,1,1,19,19,4,0,0,1,0,0,GraduateANDEnrolled,148.0,133.8,18,0,8,8,7,13.485714285714284,0,0,8,8,7,13.485714285714284,0
1,1,1,9070,1,1,12,19,4,0,1,1,0,1,GraduateANDEnrolled,130.0,118.5,18,0,6,6,6,12.0,0,0,6,8,6,11.285714285714286,0
1,17,1,171,1,1,37,37,9,1,0,1,0,0,Dropout,145.0,150.3,19,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,17,3,9147,1,1,1,19,3,1,0,1,0,0,GraduateANDEnrolled,112.0,107.8,19,0,5,7,3,10.333333333333334,0,0,5,11,3,14.428571428571429,0
1,1,1,9500,1,1,38,1,9,1,0,1,0,0,GraduateANDEnrolled,138.0,127.5,19,0,7,10,5,12.94,0,0,7,7,5,13.76,0
1,1,3,9500,1,1,1,37,7,1,0,1,0,0,GraduateANDEnrolled,135.0,120.5,19,0,8,11,7,13.258571428571427,0,0,8,11,7,13.258571428571427,0
1,1,1,9147,1,1,1,2,10,1,0,1,0,0,GraduateANDEnrolled,118.0,117.3,19,0,5,9,4,12.25,0,0,5,10,4,12.0,0
1,17,1,9254,1,1,38,37,9,1,0,0,0,0,Dropout,123.0,120.6,19,0,6,9,3,11.666666666666666,0,0,6,15,1,10.0,0
1,16,4,9254,1,1,38,37,9,1,0,1,0,1,GraduateANDEnrolled,126.0,118.7,21,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0
1,1,2,9773,1,41,1,37,9,0,0,1,0,1,GraduateANDEnrolled,150.0,130.8,20,0,6,9,5,11.8,0,0,6,9,5,11.833333333333334,0
1,1,1,9147,1,1,19,19,3,1,0,1,0,1,GraduateANDEnrolled,121.0,112.6,20,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0
1,39,1,9991,19,1,37,37,9,0,0,1,0,0,GraduateANDEnrolled,133.1,117.2,23,0,5,8,5,11.0,0,0,5,6,5,11.8,0
4,7,1,9500,40,1,37,37,3,1,0,1,0,0,GraduateANDEnrolled,130.0,130.0,32,0,7,16,4,13.625,0,0,7,8,7,12.6375,0
1,17,3,9500,1,1,38,1,9,1,0,1,0,0,GraduateANDEnrolled,139.0,131.8,18,0,8,8,7,14.652857142857142,0,0,8,8,7,14.652857142857142,0
4,39,1,8014,1,1,37,37,3,0,0,1,0,1,GraduateANDEnrolled,160.0,97.0,23,0,6,9,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0
1,39,1,9500,1,1,37,37,9,0,0,0,0,0,Dropout,110.0,130.0,32,0,7,12,4,13.7,0,0,7,7,0,10.230205722716985,0
1,39,1,8014,40,1,19,37,5,0,0,1,0,0,GraduateANDEnrolled,140.0,148.0,23,0,6,11,4,13.727272727272728,0,0,8,8,8,14.75,0
2,39,2,9147,3,1,3,37,9,0,0,1,0,0,Dropout,130.0,103.4,30,0,7,9,7,11.75,0,0,8,12,7,11.142857142857142,0
1,43,2,9773,1,1,19,19,0,0,0,1,1,0,GraduateANDEnrolled,132.0,127.1,23,0,6,9,6,12.333333333333334,0,0,6,11,5,13.0,0
1,17,2,9773,1,1,3,1,2,1,0,1,0,1,Dropout,139.0,124.0,20,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0
1,1,1,9670,1,1,19,37,5,0,0,1,1,0,GraduateANDEnrolled,135.0,121.4,21,0,5,7,4,11.5,0,0,5,6,4,11.75,0
1,1,1,9147,1,1,38,19,5,0,0,1,1,0,GraduateANDEnrolled,117.0,118.1,19,0,5,6,5,11.2,0,0,5,5,5,13.2,0
1,17,4,9500,1,1,1,19,4,1,0,1,1,1,GraduateANDEnrolled,137.0,121.3,18,0,8,8,7,15.07,0,0,8,8,7,15.07,0
1,42,1,9119,1,1,34,34,0,0,0,1,1,0,Dropout,144.0,119.5,18,0,5,6,1,10.0,0,0,5,7,1,12.0,0
1,39,1,9991,1,1,1,1,4,0,0,1,1,0,GraduateANDEnrolled,130.0,115.2,24,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0
1,18,1,9670,1,1,1,37,9,1,0,1,1,0,GraduateANDEnrolled,140.0,130.2,22,0,6,11,4,13.0,0,0,6,11,4,12.6,0
1,17,4,9254,1,1,19,1,5,1,0,1,1,0,Dropout,130.0,130.0,18,0,6,7,4,11.0,0,0,6,7,3,11.25,0
1,16,2,9238,1,1,37,37,5,1,0,1,0,0,GraduateANDEnrolled,130.0,126.9,18,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0
1,1,2,9070,1,101,2,1,9,1,0,1,1,0,GraduateANDEnrolled,152.0,126.97811934900544,21,0,6,7,5,14.6,0,0,6,6,5,14.2,0
4,39,1,9500,1,1,37,37,9,0,0,1,0,0,Dropout,133.1,130.0,23,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0
1,18,1,9556,1,1,38,37,9,0,0,1,0,1,GraduateANDEnrolled,140.0,122.8,19,0,7,11,7,12.625,0,0,8,11,8,12.5125,0
6,39,1,9500,1,1,37,37,9,0,0,1,0,0,Dropout,133.1,110.0,23,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0
1,16,1,9085,1,1,1,1,9,1,0,1,0,0,GraduateANDEnrolled,140.0,127.1,18,0,5,8,4,13.25,0,0,5,10,4,10.5,0
1,1,3,9500,1,1,19,19,5,1,0,1,0,0,GraduateANDEnrolled,133.1,108.5,19,0,7,9,7,12.60625,0,0,8,12,6,11.9,0
1,53,1,9085,42,1,19,38,9,0,0,0,0,0,Dropout,140.0,138.2,21,0,10,15,8,13.75,0,0,9,8,5,13.2,0
1,1,2,9500,1,1,19,38,192,1,0,1,0,0,GraduateANDEnrolled,133.1,96.0,19,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0
1,1,1,9238,1,1,19,19,9,0,0,1,0,1,GraduateANDEnrolled,135.0,124.5,18,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0
2,7,1,9500,3,1,37,19,9,1,0,1,0,0,GraduateANDEnrolled,120.0,120.0,23,0,6,11,4,12.7,0,0,10,12,10,12.96818181818182,0
1,17,1,9147,1,1,37,37,9,1,0,1,0,0,Dropout,140.0,132.3,20,0,5,9,1,10.0,0,0,5,10,1,11.0,0
1,17,1,9254,1,1,19,1,5,1,0,1,0,0,GraduateANDEnrolled,128.0,120.7,18,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0
1,1,1,9670,1,1,1,19,4,0,0,1,0,1,GraduateANDEnrolled,141.0,132.6,18,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0
1,7,2,9130,3,1,34,34,0,0,0,1,0,0,Dropout,140.0,140.0,25,0,5,9,0,10.640821575154185,0,0,5,9,0,10.230205722716985,0
1,1,6,9500,1,1,1,1,4,1,0,1,0,0,GraduateANDEnrolled,139.0,124.5,19,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0
1,1,1,171,1,1,19,19,7,1,0,1,0,1,GraduateANDEnrolled,142.0,142.0,18,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,7,1,9254,40,1,1,1,3,0,0,1,0,0,GraduateANDEnrolled,130.0,130.0,23,0,6,14,4,13.76923076923077,0,0,6,16,12,14.583333333333334,0
2,39,1,9003,1,1,38,37,9,0,0,1,0,0,GraduateANDEnrolled,130.0,144.0,29,0,6,8,4,15.444444444444445,0,0,6,13,4,15.307692307692308,0
1,17,1,9853,1,1,19,19,4,1,0,1,0,0,GraduateANDEnrolled,125.0,128.5,18,0,7,9,6,11.5,0,0,7,8,7,12.714285714285714,0
1,7,1,9070,3,1,37,2,9,0,0,0,0,0,Dropout,140.0,140.0,23,0,3,3,2,10.0,0,0,6,0,0,10.230205722716985,0
1,42,1,9853,1,1,1,37,5,1,0,1,0,0,Dropout,120.0,113.9,21,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0
1,1,1,9238,1,1,1,19,4,0,0,0,0,0,GraduateANDEnrolled,147.0,137.2,18,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0
1,7,1,9085,40,1,1,19,5,1,0,1,0,0,GraduateANDEnrolled,140.0,140.0,23,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0
1,1,1,9130,1,1,1,19,4,0,0,1,0,0,GraduateANDEnrolled,161.0,152.3,18,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0
2,39,1,8014,19,1,37,37,4,0,0,1,0,0,GraduateANDEnrolled,133.1,112.5,32,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0
2,39,2,9147,1,1,19,37,9,0,0,0,0,0,Dropout,150.0,101.0,29,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0
1,1,6,9238,1,1,1,38,194,1,0,1,0,1,GraduateANDEnrolled,113.0,112.3,20,0,6,8,5,11.6,0,0,6,8,4,11.75,0
1,39,1,9238,1,1,34,34,0,1,0,0,0,0,Dropout,140.0,114.0,28,0,6,11,1,13.0,0,0,6,12,0,10.230205722716985,0
1,7,1,9147,3,1,38,38,1,0,0,1,0,0,GraduateANDEnrolled,130.0,130.0,27,0,5,9,3,12.0,0,0,5,11,4,13.625,0
1,43,2,9500,1,1,37,34,90,0,0,1,0,0,GraduateANDEnrolled,120.0,121.5,22,0,6,14,4,12.333333333333334,0,0,6,14,12,12.333333333333334,0
2,39,1,9003,19,1,19,37,9,0,0,1,0,0,GraduateANDEnrolled,133.1,120.0,23,0,6,10,6,12.875,0,0,6,12,6,12.9,0
1,7,1,8014,3,1,37,38,0,0,0,0,0,0,Dropout,130.0,130.0,28,0,6,12,1,11.0,0,0,6,0,0,10.230205722716985,0
2,39,1,9003,1,1,37,37,9,0,0,0,0,0,Dropout,120.0,125.7,23,0,6,10,4,12.25,0,0,6,13,4,10.5,0
1,43,1,9556,1,1,37,37,9,1,0,0,0,0,Dropout,140.0,128.0,32,0,7,7,0,10.640821575154185,0,0,8,8,0,10.230205722716985,0
1,17,1,9238,1,1,1,1,9,0,0,1,0,1,GraduateANDEnrolled,123.0,113.2,20,0,6,11,4,10.75,0,0,6,13,5,11.5,0
4,39,1,9500,19,1,38,1,9,0,0,1,0,1,GraduateANDEnrolled,133.1,120.0,23,0,8,9,8,13.63,0,0,8,9,8,13.63,0
1,1,1,9670,1,1,37,37,0,1,0,1,0,0,GraduateANDEnrolled,130.0,117.8,21,0,5,8,3,13.0,0,0,5,7,4,11.5,0
1,1,4,9500,1,1,19,19,7,1,0,1,0,1,GraduateANDEnrolled,126.0,121.3,18,0,7,9,6,13.533333333333331,0,0,7,7,7,12.228571428571428,0
1,1,1,9500,1,1,3,38,3,0,0,1,0,1,GraduateANDEnrolled,132.6133137432188,126.97811934900544,18,0,7,7,7,16.9,0,0,8,9,8,16.37777777777778,0
1,17,4,9238,1,1,19,19,5,1,0,1,0,0,GraduateANDEnrolled,124.0,117.7,18,0,6,10,5,12.0,0,0,6,11,4,12.0,0
1,44,1,8014,39,1,19,37,7,1,0,1,0,0,GraduateANDEnrolled,120.0,121.8,22,0,6,6,6,12.5,0,0,6,7,6,13.285714285714286,0
1,1,2,9500,1,1,1,1,4,1,0,1,0,0,GraduateANDEnrolled,140.0,128.3,19,0,8,8,7,12.764285714285714,0,0,8,8,7,12.764285714285714,0
1,18,2,9147,1,1,19,38,9,1,0,1,0,1,GraduateANDEnrolled,143.0,132.2,18,0,5,8,5,13.75,0,0,5,6,5,12.166666666666666,0
1,1,2,171,1,1,39,1,3,1,0,1,0,0,Dropout,136.0,134.3,19,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,1,1,9500,1,1,19,1,9,0,0,1,0,1,GraduateANDEnrolled,132.0,123.4,18,0,7,7,7,14.604285714285712,0,0,8,9,8,15.68333333333333,0
2,39,1,9991,19,1,19,39,5,0,0,0,0,0,Dropout,133.1,121.7,31,0,5,7,0,10.640821575154185,0,0,5,7,0,10.230205722716985,0
2,39,1,8014,19,1,1,19,1,0,0,1,0,1,GraduateANDEnrolled,132.6133137432188,130.0,33,0,6,9,5,13.833333333333334,0,0,6,7,6,12.5,0
1,1,3,9500,1,1,19,38,7,1,0,1,0,1,GraduateANDEnrolled,137.0,126.5,19,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0
1,17,1,9238,1,1,38,38,7,1,0,1,0,1,GraduateANDEnrolled,153.0,159.7,18,0,6,7,6,15.142857142857142,0,0,6,6,6,15.833333333333334,0
1,1,1,9147,1,1,9,19,4,0,0,1,0,0,GraduateANDEnrolled,160.0,151.3,23,0,5,8,3,10.666666666666666,0,0,5,8,5,11.6,0
1,17,1,9238,1,1,38,38,5,1,0,1,0,0,GraduateANDEnrolled,145.0,138.0,20,0,6,11,5,11.2,0,0,6,6,6,12.0,0
1,1,5,9500,1,1,38,38,4,1,0,1,0,0,GraduateANDEnrolled,137.0,126.5,18,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0
1,53,1,9085,42,1,1,1,4,1,0,1,0,0,GraduateANDEnrolled,140.0,140.0,21,0,9,10,8,13.25,0,0,9,14,5,12.2,0
1,1,1,9238,1,1,19,38,5,0,0,1,0,1,GraduateANDEnrolled,120.0,112.3,22,0,6,10,5,10.714285714285714,0,0,6,10,5,12.2,0
1,1,1,9238,1,1,1,19,4,1,0,1,0,0,GraduateANDEnrolled,122.0,127.3,20,0,6,6,6,12.166666666666666,0,0,6,7,6,11.666666666666666,0
1,7,1,9500,3,1,19,38,4,1,0,1,0,0,GraduateANDEnrolled,130.0,130.0,23,0,7,8,6,14.357142857142858,0,0,7,8,6,14.357142857142858,0
1,17,2,9773,1,1,3,1,4,1,0,1,0,0,GraduateANDEnrolled,133.1,115.0,19,0,6,6,6,12.833333333333334,0,0,6,6,6,12.666666666666666,0
1,17,6,9500,1,1,1,37,1,1,0,1,0,0,GraduateANDEnrolled,150.0,131.5,19,0,8,8,7,13.925714285714283,0,0,8,8,7,13.925714285714283,0
1,39,1,9991,1,1,19,38,7,0,0,1,0,0,Dropout,133.1,125.7,26,0,5,9,2,12.0,0,0,5,9,3,11.0,0
1,1,6,9500,1,1,1,37,4,1,0,1,0,0,GraduateANDEnrolled,141.0,126.8,18,0,7,7,7,13.44285714285714,0,0,8,9,8,13.744444444444444,0
1,18,1,9119,1,1,1,37,7,1,0,1,1,0,Dropout,146.0,132.4,18,0,5,5,1,16.0,0,0,5,5,0,10.230205722716985,0
1,44,1,9003,39,1,38,37,9,1,0,1,1,0,GraduateANDEnrolled,150.0,150.0,20,0,6,8,6,13.125,0,0,6,10,6,13.2,0
1,1,1,9670,1,1,3,1,4,0,0,1,1,0,Dropout,133.1,95.0,19,0,6,7,0,10.640821575154185,0,0,6,6,0,10.230205722716985,0
1,43,1,9991,1,1,37,37,9,0,0,0,1,0,Dropout,120.0,128.2,32,0,9,9,5,11.4,0,0,4,4,4,11.0,0
2,39,1,9130,1,1,19,19,4,0,0,0,1,0,Dropout,150.0,130.0,31,0,4,12,2,11.0,0,0,5,9,3,11.666666666666666,0
1,39,1,9119,19,1,1,19,4,0,0,1,1,0,GraduateANDEnrolled,133.1,100.0,25,0,5,13,1,11.0,0,0,5,11,1,10.0,0
1,42,1,9085,39,1,19,3,9,1,0,1,0,0,GraduateANDEnrolled,140.0,159.9,21,0,6,14,5,13.666666666666666,0,0,6,10,5,13.0,0
2,43,1,9991,1,1,37,37,4,0,0,0,0,0,Dropout,140.0,100.0,31,0,6,10,4,11.75,0,0,5,6,1,10.0,0
2,39,1,9853,1,1,37,37,5,0,0,1,0,0,Dropout,133.1,116.5,34,0,7,11,1,10.0,0,0,7,7,1,13.0,0
1,1,1,9238,1,1,19,19,9,0,0,1,0,1,GraduateANDEnrolled,128.0,120.0,18,0,6,8,6,13.5,0,0,6,9,6,12.833333333333334,0
1,1,3,9238,1,1,19,19,9,1,0,1,0,0,Dropout,117.0,117.0,19,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,53,1,9670,42,1,19,37,3,1,0,1,0,0,GraduateANDEnrolled,140.0,140.0,21,0,6,12,1,12.0,0,0,6,11,1,11.0,0
1,1,2,9853,1,1,38,37,5,1,0,0,0,0,Dropout,124.0,118.1,18,0,6,11,3,13.0,0,0,6,10,5,11.8,0
1,1,1,9254,1,1,19,39,4,1,0,1,0,0,GraduateANDEnrolled,158.0,153.5,20,0,6,7,6,14.833333333333334,0,0,6,6,6,16.0,0
1,43,1,9773,1,1,38,37,9,1,0,1,0,0,GraduateANDEnrolled,137.0,127.9,20,0,6,6,6,11.833333333333334,0,0,6,7,6,12.857142857142858,0
1,17,3,9670,1,1,38,38,7,1,1,1,0,1,GraduateANDEnrolled,123.0,118.8,18,0,6,10,5,12.0,0,0,6,11,5,12.333333333333334,0
1,1,1,9238,1,1,38,38,7,1,0,1,0,0,GraduateANDEnrolled,126.0,126.7,19,0,6,11,4,12.75,0,0,6,7,6,11.333333333333334,0
1,43,1,9085,1,1,19,19,5,1,0,1,0,0,GraduateANDEnrolled,132.6133137432188,126.97811934900544,19,0,5,5,0,10.640821575154185,0,0,5,7,4,14.75,0
4,39,1,9130,1,1,3,1,5,1,0,1,0,1,Dropout,133.1,110.0,30,0,6,7,0,10.640821575154185,0,0,6,16,1,10.0,0
1,17,1,9238,1,1,19,38,5,1,0,1,0,0,GraduateANDEnrolled,115.0,115.0,19,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0
1,1,3,9556,1,1,38,37,7,1,0,1,0,0,GraduateANDEnrolled,132.0,119.0,19,0,7,9,7,11.677777777777775,0,0,8,8,8,13.8,0
1,1,4,9500,1,1,1,37,4,1,0,1,0,1,GraduateANDEnrolled,132.0,121.8,19,0,8,8,7,13.6,0,0,8,8,7,13.6,0
1,1,1,9085,1,1,19,38,9,1,0,1,0,0,GraduateANDEnrolled,143.0,133.4,19,0,6,7,6,16.0,0,0,6,8,6,15.875,0
1,1,3,9238,1,1,1,1,3,1,0,1,0,0,GraduateANDEnrolled,137.0,131.4,20,0,6,9,5,11.8,0,0,6,7,6,11.5,0
1,42,1,9119,1,1,19,37,9,0,0,1,1,0,Dropout,130.0,135.0,25,0,5,5,0,10.640821575154185,0,0,6,7,2,14.0,0
1,1,2,9773,1,1,19,19,9,0,0,1,1,0,Dropout,121.0,122.8,19,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
2,39,1,9853,1,1,37,19,7,0,0,1,0,1,GraduateANDEnrolled,130.0,140.0,34,0,6,7,6,16.142857142857142,0,0,6,10,6,16.2,0
1,18,2,9500,1,1,38,37,9,1,0,1,0,1,GraduateANDEnrolled,135.0,125.3,18,0,8,8,7,11.785714285714286,0,0,8,8,7,11.785714285714286,0
1,1,6,9500,1,1,1,1,4,1,0,1,0,1,GraduateANDEnrolled,137.0,126.3,18,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0
1,1,1,9670,1,1,38,38,9,0,0,1,0,0,GraduateANDEnrolled,132.6133137432188,100.0,20,0,6,8,6,12.5,0,0,6,10,5,14.166666666666666,0
1,17,2,9500,1,1,19,37,9,1,0,1,0,1,GraduateANDEnrolled,127.0,121.3,20,0,8,8,7,12.464285714285714,0,0,8,8,7,12.464285714285714,0
1,53,1,9991,1,1,38,38,191,0,0,1,0,0,GraduateANDEnrolled,140.0,135.0,23,0,6,8,8,12.375,0,0,9,15,5,12.6,0
1,39,1,9670,1,1,37,37,6,0,0,1,0,0,Dropout,140.0,120.0,28,0,6,8,1,10.0,0,0,6,9,0,10.230205722716985,0
1,17,1,9773,1,1,37,19,9,0,0,1,0,0,GraduateANDEnrolled,121.0,113.7,18,0,6,8,5,12.6,0,0,6,10,6,12.428571428571429,0
1,43,1,9147,1,1,19,38,9,1,0,1,0,0,GraduateANDEnrolled,131.0,129.7,19,0,5,5,5,12.6,0,0,5,6,4,12.4,0
2,1,1,9147,1,1,38,37,9,1,0,1,0,0,Dropout,151.0,132.1,34,0,5,7,2,10.0,0,0,5,6,4,12.0,0
2,51,1,9853,1,1,37,37,7,0,0,1,0,0,Dropout,130.0,120.3,23,0,7,7,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,7,1,9991,40,1,37,37,9,0,0,1,0,0,GraduateANDEnrolled,120.0,120.0,32,0,5,7,5,11.6,0,0,5,8,5,12.333333333333334,0
1,17,2,9254,1,1,19,19,4,1,0,1,0,0,GraduateANDEnrolled,136.0,123.1,19,0,6,8,6,12.166666666666666,0,0,6,6,6,13.5,0
1,17,5,9670,1,1,1,19,9,1,0,1,0,0,GraduateANDEnrolled,125.0,119.4,18,0,6,10,4,13.6,0,0,6,7,5,12.666666666666666,0
2,39,1,9147,1,1,37,37,9,0,0,0,0,0,Dropout,133.1,140.0,23,0,5,8,4,12.5,0,0,5,8,5,11.8,0
1,39,1,8014,1,1,1,12,4,0,0,1,1,1,GraduateANDEnrolled,133.1,116.5,24,0,6,6,4,12.25,0,0,6,10,4,11.5,0
1,17,1,9238,1,1,19,37,9,1,0,1,0,1,GraduateANDEnrolled,120.0,113.0,20,0,6,7,6,11.714285714285714,0,0,6,8,6,12.625,0
1,1,3,9773,1,11,19,19,4,1,0,1,1,1,GraduateANDEnrolled,143.0,133.9,18,0,6,7,6,13.5,0,0,6,7,6,13.0,0
1,1,3,9500,1,1,38,19,7,1,0,1,1,1,GraduateANDEnrolled,133.1,115.5,20,0,8,8,7,13.024285714285714,0,0,8,8,7,13.024285714285714,0
1,17,5,9254,1,1,1,19,4,1,0,0,1,0,Dropout,121.0,116.5,18,0,6,12,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,1,1,9119,1,1,19,19,4,0,0,1,1,1,GraduateANDEnrolled,132.6133137432188,126.97811934900544,18,0,5,6,5,10.640821575154185,0,0,5,8,5,10.230205722716985,0
1,1,1,9670,1,1,19,37,5,0,0,1,1,1,GraduateANDEnrolled,124.0,119.1,20,0,5,7,4,11.0,0,0,5,7,4,11.5,0
1,17,2,9853,1,1,19,38,3,1,0,1,1,0,Dropout,127.0,121.1,19,0,7,10,6,13.666666666666666,0,0,7,9,6,12.5,0
1,1,2,9070,1,1,1,1,4,1,0,1,1,1,GraduateANDEnrolled,129.0,132.9,20,0,6,9,6,11.375,0,0,6,6,5,13.8,0
1,1,1,9238,1,1,19,1,9,0,0,1,1,0,GraduateANDEnrolled,137.0,132.8,19,0,6,6,6,12.833333333333334,0,0,6,8,6,11.833333333333334,0
1,1,1,9773,1,1,36,37,0,1,0,1,1,0,GraduateANDEnrolled,120.0,126.7,20,0,6,9,5,12.6,0,0,6,11,4,11.5,0
1,1,1,9500,1,1,19,19,9,1,0,1,1,0,GraduateANDEnrolled,110.0,105.8,22,0,7,8,6,14.333333333333334,0,0,8,9,7,13.771428571428572,0
1,17,2,9119,1,1,1,19,9,0,0,1,1,1,GraduateANDEnrolled,120.0,117.2,18,0,5,8,4,13.5,0,0,6,10,6,13.625,0
1,1,1,9500,1,1,38,38,9,0,0,1,1,0,GraduateANDEnrolled,143.0,140.0,19,0,8,8,7,14.285714285714286,0,0,8,8,7,14.285714285714286,0
1,44,1,9003,39,1,1,19,9,0,0,1,1,0,Dropout,120.0,120.0,22,0,6,15,3,11.75,0,0,6,12,2,10.0,0
1,17,5,9119,1,11,4,12,2,1,0,1,1,0,GraduateANDEnrolled,124.0,119.5,20,0,5,5,5,14.8,0,0,5,5,5,10.230205722716985,0
2,39,1,9003,1,1,1,41,9,0,0,0,1,0,Dropout,132.6133137432188,153.9,34,0,6,7,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
2,39,1,8014,19,1,1,1,4,0,0,1,1,0,Dropout,133.1,130.0,24,0,6,14,1,10.0,0,0,5,5,0,10.230205722716985,0
1,39,2,9670,1,1,34,34,0,1,0,1,1,0,Dropout,150.0,107.0,26,0,5,5,0,10.640821575154185,0,0,5,5,0,10.230205722716985,0
1,39,1,9500,1,1,37,37,9,0,0,1,1,0,Dropout,140.0,132.8,23,0,7,10,4,12.6,0,0,7,9,5,12.38,0
1,1,1,9991,1,1,2,37,4,1,0,1,1,0,GraduateANDEnrolled,145.0,127.5,22,0,5,9,5,12.428571428571429,0,0,5,7,5,11.8,0
1,18,1,9254,1,1,38,38,5,1,0,1,1,0,GraduateANDEnrolled,118.0,123.3,26,0,6,10,4,10.0,0,0,6,11,3,12.0,0
1,17,1,9147,1,1,1,19,3,0,0,1,1,0,Dropout,123.0,122.0,19,0,5,7,3,12.333333333333334,0,0,5,5,0,10.230205722716985,0
1,1,5,9254,1,1,3,19,3,1,0,0,1,0,Dropout,120.0,114.8,19,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,44,1,171,39,1,3,3,2,0,0,1,1,0,GraduateANDEnrolled,140.0,140.0,20,0,6,0,0,10.640821575154185,0,0,6,0,0,10.230205722716985,0
1,51,1,9670,1,1,3,3,1,0,0,1,1,0,GraduateANDEnrolled,126.0,111.0,21,0,6,12,10,12.1,0,0,8,9,8,13.333333333333334,0
1,1,2,9773,1,1,1,19,7,1,0,1,0,1,GraduateANDEnrolled,137.0,133.2,19,0,6,7,6,14.714285714285714,0,0,6,6,6,15.0,0
1,1,3,9773,1,1,19,19,9,1,0,1,0,0,GraduateANDEnrolled,130.0,123.0,18,0,6,6,6,12.666666666666666,0,0,6,7,6,12.833333333333334,0
1,53,1,9003,42,1,1,38,8,0,0,1,0,1,GraduateANDEnrolled,150.0,150.0,23,0,6,14,4,14.384615384615383,0,0,10,12,10,13.3,0
